# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   61       2.224158618698e-10       2.971031245154e-14      -2.985501631459e-13       0.000000000000e+00       3.423090032359e-11       3.871479281650e-12      -1.111173716182e-14 
   62       2.254093409322e-10       3.118654600539e-14      -3.435960742141e-13       0.000000000000e+00       3.297348709715e-11       3.745642953585e-12      -1.122242657335e-14 
   63       2.284305328080e-10       3.270007082931e-14      -3.904350119933e-13       0.000000000000e+00       3.177626178508e-11       3.626133909212e-12      -1.124327192724e-14 
   64       2.314807299695e-10       3.425004166984e-14      -4.390532949396e-13       0.000000000000e+00       3.063792063759e-11       3.512720169270e-12      -1.118688945037e-14 
   65       2.345605383118e-10       3.583550776795e-14      -4.894344714882e-13       0.000000000000e+00       2.955570729135e-11       3.405005473192e-12      -1.106822964232e-14 
   66       2.376698292905e-10       3.745541003923e-14      -5.415592867200e-13       0.000000000000e+00       2.852533450761e-11       3.302420603944e-12      -1.090467613895e-14 
   67       2.408076920587e-10       3.910857825398e-14      -5.954056490274e-13       0.000000000000e+00       2.754090591041e-11       3.204214712859e-12      -1.071614457609e-14 
   68       2.439731226088e-10       4.079383587730e-14      -6.509499396553e-13       0.000000000000e+00       2.659649122194e-11       3.109650184612e-12      -1.052130257644e-14 
   69       2.471673603363e-10       4.251034556093e-14      -7.081713239617e-13       0.000000000000e+00       2.569139755067e-11       3.018652474247e-12      -1.032511930656e-14 
   70       2.503919411180e-10       4.425732891302e-14      -7.670482578630e-13       0.000000000000e+00       2.482583051956e-11       2.931276964796e-12      -1.012895914400e-14 
   71       2.536479737044e-10       4.603396496702e-14      -8.275572232460e-13       0.000000000000e+00       2.399929994594e-11       2.847513670274e-12      -9.934237004588e-15 
   72       2.569361107062e-10       4.783939011520e-14      -8.896727289786e-13       0.000000000000e+00       2.321058386863e-11       2.767283766146e-12      -9.742418001963e-15 
   73       2.602565195809e-10       4.967269804224e-14      -9.533673119206e-13       0.000000000000e+00       2.245769257503e-11       2.690436119794e-12      -9.555017107250e-15 
   74       2.636088536192e-10       5.153293965881e-14      -1.018611537934e-12       0.000000000000e+00       2.173783262814e-11       2.616743820986e-12      -9.373598808653e-15 
   75       2.669922229310e-10       5.341912303508e-14      -1.085374002896e-12       0.000000000000e+00       2.104737089371e-11       2.545900712336e-12      -9.199776771069e-15 
   76       2.704057102060e-10       5.533016495480e-14      -1.153621064519e-12       0.000000000000e+00       2.038273655126e-11       2.477601123949e-12      -9.035036239596e-15 
   77       2.738500907105e-10       5.726473552506e-14      -1.223315979145e-12       0.000000000000e+00       1.974339654337e-11       2.411803533064e-12      -8.880164613739e-15 
   78       2.773263746850e-10       5.922138497798e-14      -1.294419608644e-12       0.000000000000e+00       1.912935987924e-11       2.348508903957e-12      -8.735715934825e-15 
   79       2.808352728427e-10       6.119858849511e-14      -1.366890671206e-12       0.000000000000e+00       1.854027131783e-11       2.287680014256e-12      -8.602175019411e-15 
   80       2.843771785264e-10       6.319474514891e-14      -1.440685736829e-12       0.000000000000e+00       1.797539462905e-11       2.229239691579e-12      -8.479953484118e-15 
   81       2.879521498662e-10       6.520817684423e-14      -1.515759222808e-12       0.000000000000e+00       1.743359585497e-11       2.173069050170e-12      -8.369385770469e-15 
