# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  155       5.786292326038e-10       1.337208596755e-13      -5.836272176184e-12       0.000000000000e+00       2.891668080443e-12       5.468244495748e-13      -3.478831852865e-15 
  156       5.827013402017e-10       1.328729796716e-13      -5.826832915770e-12       0.000000000000e+00       2.837829107267e-12       5.389034126338e-13      -3.417543475150e-15 
  157       5.867435172004e-10       1.319771596708e-13      -5.814201951746e-12       0.000000000000e+00       2.785230541489e-12       5.311119798071e-13      -3.356212536165e-15 
  158       5.907546874057e-10       1.310349905456e-13      -5.798348065748e-12       0.000000000000e+00       2.733865519727e-12       5.234516846791e-13      -3.294887467268e-15 
  159       5.947337488275e-10       1.300481655060e-13      -5.779241688940e-12       0.000000000000e+00       2.683723116781e-12       5.159236444904e-13      -3.233616997386e-15 
  160       5.986795732037e-10       1.290184816549e-13      -5.756854939370e-12       0.000000000000e+00       2.634788256375e-12       5.085285500293e-13      -3.172450139492e-15 
  161       6.025910055246e-10       1.279478415445e-13      -5.731161659324e-12       0.000000000000e+00       2.587041621901e-12       5.012666555223e-13      -3.111436177092e-15 
  162       6.064668635569e-10       1.268382547321e-13      -5.702137452685e-12       0.000000000000e+00       2.540459567158e-12       4.941377685253e-13      -3.050624650705e-15 
  163       6.103059373680e-10       1.256918393361e-13      -5.669759722286e-12       0.000000000000e+00       2.495014027095e-12       4.871412398147e-13      -2.990065344351e-15 
  164       6.141069888500e-10       1.245108235918e-13      -5.634007707273e-12       0.000000000000e+00       2.450672428555e-12       4.802759532783e-13      -2.929808272030e-15 
  165       6.178687512438e-10       1.232975474076e-13      -5.594862520452e-12       0.000000000000e+00       2.407397601016e-12       4.735403158063e-13      -2.869903664208e-15 
  166       6.215899286635e-10       1.220544639210e-13      -5.552307185655e-12       0.000000000000e+00       2.365147687333e-12       4.669322471824e-13      -2.810401954299e-15 
