# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  102       3.705673169305e-10       1.086654935177e-13      -3.290512586398e-12       4.300329646007e-16       9.687782441301e-12       1.345897213701e-12      -7.080886681284e-15 
  103       3.748054569920e-10       1.106074127918e-13      -3.379413735017e-12       4.386277025713e-16       9.443483919856e-12       1.318795656838e-12      -7.006218433118e-15 
  104       3.790680703363e-10       1.125237369503e-13      -3.468199737204e-12       4.473167431855e-16       9.206221725836e-12       1.292432771223e-12      -6.934574730507e-15 
  105       3.833548549113e-10       1.144126239229e-13      -3.556799908209e-12       4.561007431553e-16       8.975893167555e-12       1.266799507932e-12      -6.866021543331e-15 
  106       3.876656221385e-10       1.162722813196e-13      -3.645143387571e-12       4.649803595100e-16       8.752535482539e-12       1.241899053875e-12      -6.800336705375e-15 
  107       3.920000673057e-10       1.181009178266e-13      -3.733158530094e-12       4.739562708729e-16       8.536137109376e-12       1.217728962720e-12      -6.737258293263e-15 
  108       3.963577650865e-10       1.198967442189e-13      -3.820772930538e-12       4.830291778033e-16       8.326636009762e-12       1.194280960736e-12      -6.676483451425e-15 
  109       4.007381650590e-10       1.216579743721e-13      -3.907913448306e-12       4.921998031391e-16       8.123917990550e-12       1.171540752653e-12      -6.617667217073e-15 
  110       4.051405872255e-10       1.233828262752e-13      -3.994506232122e-12       5.014688923381e-16       7.927815025803e-12       1.149487827508e-12      -6.560421345169e-15 
  111       4.095642175314e-10       1.250695230428e-13      -4.080476744727e-12       5.108372138208e-16       7.738103578840e-12       1.128095264501e-12      -6.504313133396e-15 
  112       4.140081033845e-10       1.267162939273e-13      -4.165749787558e-12       5.203055593117e-16       7.554502924288e-12       1.107329538843e-12      -6.448864247129e-15 
  113       4.184711491743e-10       1.283213753315e-13      -4.250249525437e-12       5.298747441822e-16       7.376673470129e-12       1.087150327611e-12      -6.393549544408e-15 
  114       4.229521117908e-10       1.298830118206e-13      -4.333899511257e-12       5.395456077921e-16       7.204215079754e-12       1.067510315599e-12      -6.337795900906e-15 
  115       4.274495961443e-10       1.313994571349e-13      -4.416622710668e-12       5.493190138318e-16       7.036665394005e-12       1.048355001167e-12      -6.280981034900e-15 
  116       4.319622546924e-10       1.328690225218e-13      -4.498342454304e-12       5.591958250724e-16       6.873601217518e-12       1.029634759476e-12      -6.222563542562e-15 
  117       4.364894231237e-10       1.342902262348e-13      -4.578985373035e-12       5.691768234021e-16       6.714960249391e-12       1.011343111135e-12      -6.162493451851e-15 
  118       4.410305539066e-10       1.356616641962e-13      -4.658478867605e-12       5.792627806645e-16       6.560755500034e-12       9.934827633749e-13      -6.100849610048e-15 
  119       4.455850165491e-10       1.369819657192e-13      -4.736750245552e-12       5.894544834959e-16       6.410974968574e-12       9.760536841459e-13      -6.037712925023e-15 
  120       4.501520949214e-10       1.382497949383e-13      -4.813726754093e-12       5.997527334406e-16       6.265580876170e-12       9.590530163485e-13      -5.973166350335e-15 
  121       4.547309845789e-10       1.394638522402e-13      -4.889335613013e-12       6.101583470666e-16       6.124508899336e-12       9.424749920604e-13      -5.907294870327e-15 
  122       4.593207900856e-10       1.406228756943e-13      -4.963504047552e-12       6.206721560820e-16       5.987667403249e-12       9.263108467652e-13      -5.840185485227e-15 
  123       4.639205223364e-10       1.417256424838e-13      -5.036159321292e-12       6.312950074500e-16       5.854936675071e-12       9.105487335808e-13      -5.771927196239e-15 
  124       4.685290958806e-10       1.427709703360e-13      -5.107228769043e-12       6.420277635054e-16       5.726168157265e-12       8.951736374875e-13      -5.702610990648e-15 
  125       4.731453262450e-10       1.437577189534e-13      -5.176639829730e-12       6.528713020698e-16       5.601183680909e-12       8.801672895562e-13      -5.632329826913e-15 
  126       4.777679272562e-10       1.446847914442e-13      -5.244320079285e-12       6.638265165680e-16       5.479774699012e-12       8.655080811774e-13      -5.561178619764e-15 
  127       4.823955083644e-10       1.455511357531e-13      -5.310197263527e-12       6.748943161432e-16       5.361701519836e-12       8.511709782886e-13      -5.489254225302e-15 
  128       4.870265719658e-10       1.463557460920e-13      -5.374199331054e-12       6.860756257731e-16       5.246692540204e-12       8.371274356033e-13      -5.416655426098e-15 
  129       4.916596622395e-10       1.470977046820e-13      -5.436255168151e-12       6.973713589797e-16       5.134502624869e-12       8.233521946852e-13      -5.343485844500e-15 
  130       4.962938358043e-10       1.477763091178e-13      -5.496296824822e-12       7.087823323279e-16       5.025097113906e-12       8.098447035258e-13      -5.269863075578e-15 
  131       5.009282378750e-10       1.483909617438e-13      -5.554257596241e-12       7.203093417225e-16       4.918486646247e-12       7.966098955684e-13      -5.195910532579e-15 
  132       5.055619537995e-10       1.489411322982e-13      -5.610071380160e-12       7.319531888937e-16       4.814669483004e-12       7.836514803383e-13      -5.121754614511e-15 
  133       5.101940074660e-10       1.494263596318e-13      -5.663672714818e-12       7.437146813170e-16       4.713631164014e-12       7.709719069288e-13      -5.047524712193e-15 
  134       5.148233597103e-10       1.498462534271e-13      -5.714996816855e-12       7.555946321326e-16       4.615344164381e-12       7.585723274884e-13      -4.973353214307e-15 
  135       5.194489067230e-10       1.502004959180e-13      -5.763979619215e-12       7.675938600653e-16       4.519767551021e-12       7.464525607073e-13      -4.899375513449e-15 
  136       5.240694784565e-10       1.504888436081e-13      -5.810557809064e-12       7.797131893442e-16       4.426846639208e-12       7.346110553036e-13      -4.825730012177e-15 
  137       5.286838370322e-10       1.507111289909e-13      -5.854668865697e-12       7.919534496222e-16       4.336512649111e-12       7.230448535106e-13      -4.752558129066e-15 
  138       5.332906751477e-10       1.508672622683e-13      -5.896251098450e-12       8.043154758960e-16       4.248682362349e-12       7.117495545625e-13      -4.680004304755e-15 
  139       5.378886144841e-10       1.509572330698e-13      -5.935243684609e-12       8.168001084253e-16       4.163257778523e-12       7.007192781820e-13      -4.608216008000e-15 
  140       5.424762041128e-10       1.509811121720e-13      -5.971586707322e-12       8.294081926530e-16       4.080125771768e-12       6.899466280661e-13      -4.537343741722e-15 
  141       5.470519189032e-10       1.509390532176e-13      -6.005221193509e-12       8.421405791246e-16       3.999157747295e-12       6.794226553733e-13      -4.467541049064e-15 
  142       5.516141579291e-10       1.508312944347e-13      -6.036089151774e-12       8.549981234077e-16       3.920209297932e-12       6.691368222097e-13      -4.398964519432e-15 
  143       5.561612428767e-10       1.506581603557e-13      -6.064133610311e-12       8.679816860123e-16       3.843119860672e-12       6.590769651158e-13      -4.331773794556e-15 
  144       5.606915548933e-10       1.504200741836e-13      -6.089299174589e-12       8.810920811019e-16       3.767746385685e-12       6.492318018636e-13      -4.266093816489e-15 
  145       5.652039637024e-10       1.501175926336e-13      -6.111533682316e-12       8.943299171002e-16       3.694068809442e-12       6.395988074628e-13      -4.201897364195e-15 
  146       5.696974379630e-10       1.497513778108e-13      -6.130786784454e-12       9.076957401445e-16       3.622094375339e-12       6.301770488281e-13      -4.139110894235e-15 
  147       5.741709098358e-10       1.493221886357e-13      -6.147009480639e-12       9.211900835119e-16       3.551824408269e-12       6.209646894880e-13      -4.077651049878e-15 
  148       5.786232741864e-10       1.488308826250e-13      -6.160154160080e-12       9.348134672439e-16       3.483254166631e-12       6.119589676889e-13      -4.017424450150e-15 
  149       5.830533877875e-10       1.482784176722e-13      -6.170174642454e-12       9.485663977726e-16       3.416372694355e-12       6.031561744983e-13      -3.958327478886e-15 
  150       5.874600685226e-10       1.476658538272e-13      -6.177026218804e-12       9.624493675455e-16       3.351162672918e-12       5.945516319076e-13      -3.900246073778e-15 
  151       5.918420945879e-10       1.469943550775e-13      -6.180665692440e-12       9.764628546509e-16       3.287600273360e-12       5.861396709363e-13      -3.843055515431e-15 
  152       5.961982036958e-10       1.462651911281e-13      -6.181051419833e-12       9.906073224439e-16       3.225655008304e-12       5.779136097346e-13      -3.786620216406e-15 
  153       6.005270922772e-10       1.454797391819e-13      -6.178143351513e-12       1.004883219171e-15       3.165289583970e-12       5.698657316870e-13      -3.730793510277e-15 
  154       6.048274146848e-10       1.446394857203e-13      -6.171903072971e-12       1.019290977596e-15       3.106459752200e-12       5.619872635156e-13      -3.675417440676e-15 
  155       6.090977823954e-10       1.437460282833e-13      -6.162293845551e-12       1.033831014625e-15       3.049114162469e-12       5.542683533837e-13      -3.620322550350e-15 
  156       6.133367632131e-10       1.428010772500e-13      -6.149280647351e-12       1.048503730932e-15       2.993194213907e-12       5.466980489985e-13      -3.565327670204e-15 
  157       6.175428804718e-10       1.418064576191e-13      -6.132830214122e-12       1.063309510585e-15       2.938633907313e-12       5.392642757152e-13      -3.510239708358e-15 
  158       6.217146122384e-10       1.407641107888e-13      -6.112911080161e-12       1.078248720669e-15       2.885359697179e-12       5.319538146396e-13      -3.454853439193e-15 
  159       6.258503905152e-10       1.396760963378e-13      -6.089493619214e-12       1.093321710916e-15       2.833290343700e-12       5.247522807321e-13      -3.398951292404e-15 
  160       6.299486004428e-10       1.385445938053e-13      -6.062550085371e-12       1.108528813324e-15       2.782336764800e-12       5.176441009104e-13      -3.342303142049e-15 
  161       6.340076912591e-10       1.373718535967e-13      -6.032054484433e-12       1.123870305385e-15       2.732420289481e-12       5.106159800779e-13      -3.284719878168e-15 
  162       6.380265218752e-10       1.361600410847e-13      -5.997982089373e-12       1.139346296876e-15       2.683529542558e-12       5.036676896259e-13      -3.226219888382e-15 
  163       6.420040444783e-10       1.349113820603e-13      -5.960309959991e-12       1.154956832293e-15       2.635668330996e-12       4.968021955807e-13      -3.166876964085e-15 
  164       6.459391952436e-10       1.336282139012e-13      -5.919017148384e-12       1.170701925816e-15       2.588837632198e-12       4.900222506844e-13      -3.106767878216e-15 
  165       6.498308940511e-10       1.323129871181e-13      -5.874084739071e-12       1.186581560765e-15       2.543035530682e-12       4.833303885453e-13      -3.045972421758e-15 
  166       6.536780442029e-10       1.309682669010e-13      -5.825495889103e-12       1.202595689059e-15       2.498257154766e-12       4.767289177887e-13      -2.984573440233e-15 
  167       6.574795321397e-10       1.295967346658e-13      -5.773235868188e-12       1.218744230674e-15       2.454494613240e-12       4.702199162083e-13      -2.922656870199e-15 
  168       6.612342271585e-10       1.282011896003e-13      -5.717292098803e-12       1.235027073101e-15       2.411736932056e-12       4.638052249164e-13      -2.860311775751e-15 
  169       6.649409811289e-10       1.267845502105e-13      -5.657654196316e-12       1.251444070803e-15       2.369969990999e-12       4.574864424950e-13      -2.797630385013e-15 
  170       6.685986282104e-10       1.253498558669e-13      -5.594314009099e-12       1.267995044675e-15       2.329176460374e-12       4.512649191467e-13      -2.734708126640e-15 
  171       6.722059845694e-10       1.239002683510e-13      -5.527265658652e-12       1.284679781500e-15       2.289335737683e-12       4.451417508454e-13      -2.671643666313e-15 
  172       6.757618480960e-10       1.224390734016e-13      -5.456505579716e-12       1.301498033407e-15       2.250423884303e-12       4.391177734872e-13      -2.608538943236e-15 
  173       6.792649981211e-10       1.209696822607e-13      -5.382032560392e-12       1.318449517328e-15       2.212413562172e-12       4.331935570412e-13      -2.545499206634e-15 
  174       6.827141951336e-10       1.194956332202e-13      -5.303847782259e-12       1.335533914461e-15       2.175273970463e-12       4.273693997004e-13      -2.482633052251e-15 
  175       6.861081804968e-10       1.180205931682e-13      -5.221954860491e-12       1.352750869719e-15       2.138970782269e-12       4.216453220323e-13      -2.420052458847e-15 
  176       6.894456761661e-10       1.165483591350e-13      -5.136359883978e-12       1.370099991198e-15       2.103466081279e-12       4.160210611302e-13      -2.357872824694e-15 
  177       6.927253844053e-10       1.150828598396e-13      -5.047071455438e-12       1.387580849625e-15       2.068718298460e-12       4.104960647634e-13      -2.296213004074e-15 
